Season,Data,Home,Away,GolHome,GolAWAy,Resultado,TotalGols,EscanteiosH,EscanteiosA,TotalCantos,EscanteiosHTH,EscanteiosHTA,TotalCantosHT,CartaoH,CartaoA,TotalCartao,GolHTH,GolHTA,TotalGolsHT
2013,2013-09-12,Goias,Cruzeiro,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-12,Botafogo,Corinthians,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-12,Nautico,Gremio,0,2,A    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-12,Portuguesa,Vasco,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-12,Internacional,Vitoria,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-11,Atletico PR,Fluminense,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-10,Internacional,Santos,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-08,Gremio,Portuguesa,3,2,H    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-08,Corinthians,Nautico,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-08,Coritiba,Sao Paulo,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-08,Cruzeiro,Flamengo,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-08,Criciuma,Botafogo,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-08,Vasco,Atletico PR,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-07,Fluminense,Bahia,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-07,Ponte Preta,Internacional,1,3,A    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-07,Santos,Goias,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-07,Vitoria,Atletico MG,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-06,Nautico,Vasco,0,3,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-06,Sao Paulo,Criciuma,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-05,Portuguesa,Ponte Preta,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-05,Atletico MG,Fluminense,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-05,Bahia,Cruzeiro,1,3,A    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-05,Internacional,Corinthians,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-05,Botafogo,Coritiba,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-04,Nautico,Sao Paulo,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-04,Atletico PR,Santos,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-04,Flamengo,Vitoria,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-03,Goias,Gremio,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-01,Fluminense,Santos,0,2,A    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-01,Botafogo,Sao Paulo,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-01,Corinthians,Flamengo,4,0,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-01,Coritiba,Internacional,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-01,Vitoria,Criciuma,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-09-01,Cruzeiro,Vasco,5,3,H    ,8,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-08-31,Goias,Atletico MG,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-08-31,Gremio,Ponte Preta,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-08-31,Nautico,Atletico PR,1,4,A    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-08-31,Portuguesa,Bahia,4,2,H    ,6,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-08-25,Criciuma,Coritiba,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-08-25,Atletico MG,Portuguesa,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-08-25,Bahia,Nautico,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-08-25,Sao Paulo,Fluminense,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-08-15,Sao Paulo,Atletico PR,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2025,2025-03-29,Gremio,Atletico MG,2,1,H    ,3,1,11,12,0,3,3,4,0,4,2,0,2
2025,2025-03-29,Sao Paulo,Sport Recife,0,0,D    ,0,6,2,8,2,1,3,0,2,2,0,0,0
2025,2025-03-30,Palmeiras,Botafogo,0,0,D    ,0,2,2,4,0,1,1,3,3,6,0,0,0
2025,2025-03-30,Vasco,Santos,2,1,H    ,3,2,3,5,1,0,1,1,1,2,0,1,1
2025,2025-03-30,Bahia,Corinthians,1,1,D    ,2,3,5,8,2,2,4,5,2,7,1,0,1
2025,2025-03-31,Bragantino,Ceara,2,2,D    ,4,9,2,11,4,2,6,1,3,4,1,2,3
2025,2025-04-05,Corinthians,Vasco,3,0,H    ,3,1,4,5,0,2,2,3,2,5,2,0,2
2025,2025-04-05,Ceara,Gremio,2,0,H    ,2,3,9,12,2,4,6,1,3,4,1,0,1
2025,2025-04-05,Botafogo,Juventude,2,0,H    ,2,3,3,6,1,3,4,2,3,5,1,0,1
2025,2025-04-06,Fluminense,Bragantino,2,1,H    ,3,6,6,12,3,3,6,1,0,1,1,0,1
2025,2025-04-06,Atletico MG,Sao Paulo,0,0,D    ,0,12,4,16,0,2,2,3,4,7,0,0,0
2025,2025-04-06,EC Vitória,Flamengo,1,2,A    ,3,2,6,8,1,2,3,0,0,0,0,0,0
2025,2025-04-06,Sport Recife,Palmeiras,1,2,A    ,3,6,3,9,4,1,5,6,4,10,1,1,2
2025,2025-04-06,Mirasol,Fortaleza,1,1,D    ,2,8,1,9,1,1,2,2,3,5,0,1,1
2025,2025-04-06,Internacional,Cruzeiro,3,0,H    ,3,9,2,11,5,0,5,1,2,3,2,0,2
2025,2025-04-06,Santos,Bahia,2,2,D    ,4,9,3,12,3,2,5,5,2,7,0,1,1
2025,2025-04-12,Bragantino,Botafogo,1,0,H    ,1,3,8,11,3,3,6,3,2,5,1,0,1
2025,2025-04-12,Juventude,Ceara,2,1,H    ,3,4,3,7,4,1,5,1,3,4,1,1,2
2025,2025-04-12,Palmeiras,Corinthians,2,0,H    ,2,1,3,4,0,1,1,6,5,11,2,0,2
2025,2025-04-12,Vasco,Sport Recife,3,1,H    ,4,1,10,11,1,3,4,3,2,5,2,0,2
2025,2025-04-13,Bahia,Mirasol,1,1,D    ,2,10,2,12,5,1,6,2,5,7,1,1,2
2025,2025-04-13,Sao Paulo,Cruzeiro,1,1,D    ,2,4,6,10,2,2,4,5,6,11,0,0,0
2025,2025-04-13,Gremio,Flamengo,0,2,A    ,2,3,4,7,1,2,3,1,2,3,0,1,1
2025,2025-04-13,Fluminense,Santos,1,0,H    ,1,3,3,6,2,1,3,2,4,6,0,0,0
2025,2025-04-13,Fortaleza,Internacional,0,0,D    ,0,5,5,10,5,1,6,5,2,7,0,0,0
2025,2025-04-13,Atletico MG,EC Vitória,2,2,D    ,4,16,3,19,5,1,6,2,3,5,0,0,0
2025,2025-04-15,Ceara,Vasco,2,1,H    ,3,1,2,3,1,0,1,3,4,7,1,0,1
2025,2025-04-16,Botafogo,Sao Paulo,2,2,D    ,4,9,4,13,2,4,6,0,4,4,1,2,3
2025,2025-04-16,Sport Recife,Bragantino,0,1,A    ,1,9,3,12,6,2,8,3,2,5,0,1,1
2025,2025-04-16,Mirasol,Gremio,4,1,H    ,5,2,7,9,2,1,3,2,4,6,2,0,2
2025,2025-04-16,Internacional,Palmeiras,0,1,A    ,1,1,6,7,1,3,4,0,1,1,0,0,0
2025,2025-04-16,Corinthians,Fluminense,0,2,A    ,2,7,4,11,4,1,5,2,2,4,0,0,0
2025,2025-04-16,EC Vitória,Fortaleza,2,1,H    ,3,5,5,10,2,4,6,1,1,2,1,0,1
2025,2025-04-16,Santos,Atletico MG,2,0,H    ,2,3,6,9,2,2,4,3,3,6,2,0,2
2025,2025-04-16,Flamengo,Juventude,6,0,H    ,6,6,0,6,4,0,4,1,1,2,3,0,3
2025,2025-04-17,Cruzeiro,Bahia,3,0,H    ,3,4,5,9,3,0,3,5,2,7,1,0,1
2025,2025-04-19,Corinthians,Sport Recife,2,1,H    ,3,5,4,9,3,1,4,3,2,5,0,1,1
2025,2025-04-19,Vasco,Flamengo,0,0,D    ,0,2,11,13,2,5,7,2,1,3,0,0,0
2025,2025-04-19,Gremio,Internacional,1,1,D    ,2,3,7,10,1,3,4,8,3,11,1,0,1
2025,2025-04-20,Juventude,Mirasol,2,2,D    ,4,5,3,8,3,1,4,2,2,4,2,1,3
2025,2025-04-20,Sao Paulo,Santos,2,1,H    ,3,5,5,10,4,2,6,7,3,10,2,1,3
2025,2025-04-20,Atletico MG,Botafogo,1,0,H    ,1,8,4,12,4,1,5,3,3,6,0,0,0
2025,2025-04-20,Fortaleza,Palmeiras,1,2,A    ,3,8,2,10,3,2,5,1,1,2,0,1,1
2025,2025-04-20,Fluminense,EC Vitória,1,1,D    ,2,6,4,10,2,2,4,0,1,1,1,0,1
2025,2025-04-20,Bragantino,Cruzeiro,1,0,H    ,1,4,9,13,1,3,4,2,3,5,1,0,1
2025,2025-04-21,Bahia,Ceara,1,0,H    ,1,3,4,7,0,1,1,2,4,6,0,0,0
2025,2025-04-26,Internacional,Juventude,3,1,H    ,4,9,2,11,7,2,9,1,2,3,2,1,3
2025,2025-04-26,Mirasol,Atletico MG,2,2,D    ,4,9,7,16,4,2,6,4,2,6,1,0,1
2025,2025-04-26,Ceara,Sao Paulo,1,1,D    ,2,3,2,5,1,2,3,2,5,7,1,1,2
2025,2025-04-26,Sport Recife,Fortaleza,0,0,D    ,0,6,6,12,3,3,6,0,5,5,0,0,0
2025,2025-04-26,Botafogo,Fluminense,2,0,H    ,2,6,3,9,4,0,4,4,4,8,1,0,1
2025,2025-04-27,Flamengo,Corinthians,4,0,H    ,4,10,3,13,5,3,8,2,1,3,3,0,3
2025,2025-04-27,EC Vitória,Gremio,1,1,D    ,2,6,2,8,4,1,5,4,1,5,0,1,1
2025,2025-04-27,Palmeiras,Bahia,0,1,A    ,1,6,4,10,4,1,5,1,2,3,0,0,0
2025,2025-04-27,Cruzeiro,Vasco,1,0,H    ,1,4,8,12,2,4,6,0,0,0,0,0,0
2025,2025-04-27,Santos,Bragantino,1,2,A    ,3,6,10,16,2,5,7,2,5,7,0,0,0
2025,2025-05-02,Sao Paulo,Fortaleza,0,0,D    ,0,5,13,18,0,7,7,2,2,4,0,0,0
2025,2025-05-03,Fluminense,Sport Recife,2,1,H    ,3,10,6,16,7,2,9,1,5,6,0,1,1
2025,2025-05-03,Corinthians,Internacional,4,2,H    ,6,3,7,10,1,6,7,3,4,7,1,2,3
2025,2025-05-03,Ceara,EC Vitória,1,0,H    ,1,3,3,6,0,2,2,0,4,4,0,0,0
2025,2025-05-03,Bahia,Botafogo,1,0,H    ,1,3,3,6,1,0,1,3,4,7,1,0,1
2025,2025-05-04,Vasco,Palmeiras,0,1,A    ,1,7,11,18,2,6,8,2,0,2,0,0,0
2025,2025-05-04,Cruzeiro,Flamengo,2,1,H    ,3,6,5,11,2,5,7,4,2,6,1,1,2
2025,2025-05-04,Gremio,Santos,1,0,H    ,1,3,6,9,1,3,4,5,3,8,0,0,0
2025,2025-05-04,Bragantino,Mirasol,1,0,H    ,1,4,4,8,3,2,5,2,3,5,0,0,0
2025,2025-05-05,Juventude,Atletico MG,0,1,A    ,1,3,5,8,1,4,5,3,1,4,0,1,1
2025,2025-05-10,Fortaleza,Juventude,5,0,H    ,5,5,4,9,3,3,6,3,4,7,1,0,1
2013,2013-08-14,Atletico MG,Bahia,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2025,2025-05-10,Gremio,Bragantino,1,1,D    ,2,6,4,10,1,2,3,1,3,4,0,0,0
2025,2025-05-10,Mirasol,Corinthians,2,1,H    ,3,4,5,9,2,2,4,2,5,7,0,1,1
2025,2025-05-10,EC Vitória,Vasco,2,1,H    ,3,6,3,9,2,2,4,2,3,5,0,1,1
2025,2025-05-10,Flamengo,Bahia,1,0,H    ,1,8,2,10,7,1,8,1,1,2,0,0,0
2025,2025-05-11,Sport Recife,Cruzeiro,0,4,A    ,4,7,4,11,3,3,6,1,0,1,0,3,3
2025,2025-05-11,Atletico MG,Fluminense,3,2,H    ,5,10,0,10,4,0,4,2,2,4,0,0,0
2025,2025-08-24,Fortaleza,Mirasol,0,1,A    ,1,11,3,14,5,1,6,4,2,6,0,1,1
2025,2025-08-24,Juventude,Botafogo,1,3,A    ,4,5,3,8,4,0,4,0,2,2,1,1,2
2025,2025-08-24,Sao Paulo,Atletico MG,2,0,H    ,2,5,1,6,4,0,4,1,2,3,1,0,1
2025,2025-08-25,Palmeiras,Sport Recife,3,0,H    ,3,6,3,9,2,1,3,0,2,2,1,0,1
2025,2025-08-25,Flamengo,EC Vitória,8,0,H    ,8,8,1,9,6,1,7,0,0,0,3,0,3
2025,2025-08-30,Ceara,Juventude,0,1,A    ,1,4,5,9,4,1,5,0,6,6,0,0,0
2025,2025-08-30,Botafogo,Bragantino,4,1,H    ,5,6,8,14,2,2,4,0,2,2,3,1,4
2025,2025-08-30,Cruzeiro,Sao Paulo,1,0,H    ,1,6,9,15,3,5,8,2,4,6,0,0,0
2025,2025-08-31,Santos,Fluminense,0,0,D    ,0,6,1,7,3,1,4,3,4,7,0,0,0
2025,2025-08-31,Flamengo,Gremio,1,1,D    ,2,13,0,13,7,0,7,1,2,3,0,0,0
2025,2025-08-31,Mirasol,Bahia,5,1,H    ,6,4,2,6,3,0,3,0,0,0,3,0,3
2025,2025-08-31,Corinthians,Palmeiras,1,1,D    ,2,3,10,13,1,5,6,2,3,5,1,1,2
2025,2025-08-31,Internacional,Fortaleza,2,1,H    ,3,4,5,9,3,3,6,1,1,2,1,1,2
2025,2025-08-31,Sport Recife,Vasco,2,3,A    ,5,10,5,15,3,2,5,2,1,3,1,2,3
2025,2025-08-31,EC Vitória,Atletico MG,1,0,H    ,1,2,5,7,0,4,4,2,3,5,1,0,1
2025,2025-09-13,Fortaleza,EC Vitória,2,0,H    ,2,4,2,6,2,0,2,3,6,9,1,0,1
2025,2025-09-13,Gremio,Mirasol,0,1,A    ,1,6,3,9,3,2,5,2,2,4,0,1,1
2025,2025-09-13,Palmeiras,Internacional,4,1,H    ,5,7,1,8,4,1,5,1,2,3,4,0,4
2025,2025-09-13,Fluminense,Corinthians,0,1,A    ,1,5,4,9,2,3,5,1,5,6,0,0,0
2025,2025-09-14,Atletico MG,Santos,1,1,D    ,2,7,3,10,1,3,4,2,5,7,0,0,0
2025,2025-09-14,Bragantino,Sport Recife,1,1,D    ,2,5,7,12,1,1,2,2,3,5,0,0,0
2025,2025-09-14,Juventude,Flamengo,0,2,A    ,2,6,7,13,2,3,5,2,2,4,0,1,1
2025,2025-09-14,Sao Paulo,Botafogo,1,0,H    ,1,4,4,8,2,3,5,3,1,4,1,0,1
2025,2025-09-14,Vasco,Ceara,2,2,D    ,4,3,3,6,0,2,2,3,3,6,1,1,2
2025,2025-09-15,Bahia,Cruzeiro,1,2,A    ,3,6,5,11,2,1,3,1,3,4,0,0,0
2025,2025-09-20,EC Vitória,Fluminense,0,1,A    ,1,10,6,16,4,1,5,4,4,8,0,1,1
2025,2025-09-20,Ceara,Bahia,1,1,D    ,2,3,6,9,2,3,5,3,1,4,1,0,1
2025,2025-09-20,Botafogo,Atletico MG,1,0,H    ,1,7,4,11,5,4,9,6,2,8,0,0,0
2025,2025-09-20,Palmeiras,Fortaleza,4,1,H    ,5,11,2,13,4,2,6,1,1,2,1,1,2
2025,2025-09-21,Flamengo,Vasco,1,1,D    ,2,3,7,10,0,4,4,2,3,5,1,1,2
2025,2025-09-21,Internacional,Gremio,2,3,A    ,5,8,1,9,2,1,3,6,3,9,2,2,4
2025,2025-09-21,Santos,Sao Paulo,1,0,H    ,1,4,3,7,3,1,4,3,3,6,0,0,0
2025,2025-09-21,Cruzeiro,Bragantino,2,1,H    ,3,7,4,11,2,2,4,6,7,13,1,1,2
2025,2025-09-21,Sport Recife,Corinthians,1,0,H    ,1,8,7,15,6,0,6,6,1,7,0,0,0
2025,2025-09-21,Mirasol,Juventude,2,0,H    ,2,4,11,15,2,6,8,1,2,3,2,0,2
2025,2025-09-17,Botafogo,Mirasol,3,3,D    ,6,6,5,11,2,2,4,4,1,5,3,0,3
2025,2025-09-24,Vasco,Bahia,3,1,H    ,4,6,2,8,4,1,5,1,3,4,1,1,2
2025,2025-09-24,Gremio,Botafogo,1,1,D    ,2,7,1,8,3,1,4,1,5,6,0,0,0
2025,2025-09-27,Fortaleza,Sport Recife,1,0,H    ,1,8,5,13,6,1,7,2,3,5,1,0,1
2025,2025-09-27,Juventude,Internacional,1,1,D    ,2,7,1,8,1,0,1,2,2,4,0,1,1
2025,2025-09-27,Vasco,Cruzeiro,2,0,H    ,2,3,9,12,1,4,5,2,1,3,1,0,1
2025,2025-09-27,Atletico MG,Mirasol,1,0,H    ,1,4,11,15,3,2,5,5,3,8,1,0,1
2025,2025-09-28,Gremio,EC Vitória,3,1,H    ,4,1,5,6,1,1,2,1,4,5,1,0,1
2025,2025-09-28,Fluminense,Botafogo,2,0,H    ,2,4,2,6,3,2,5,2,2,4,1,0,1
2025,2025-09-28,Bahia,Palmeiras,1,0,H    ,1,1,4,5,1,3,4,5,2,7,0,0,0
2025,2025-09-28,Bragantino,Santos,2,2,D    ,4,5,7,12,3,5,8,3,2,5,1,0,1
2025,2025-09-28,Corinthians,Flamengo,1,2,A    ,3,5,3,8,4,1,5,3,5,8,0,0,0
2025,2025-09-29,Sao Paulo,Ceara,0,1,A    ,1,7,3,10,2,3,5,2,3,5,0,0,0
2025,2025-09-30,Atletico MG,Juventude,0,0,D    ,0,5,1,6,1,1,2,3,4,7,0,0,0
2025,2025-10-01,Mirasol,Bragantino,1,1,D    ,2,12,5,17,8,3,11,2,3,5,0,1,1
2025,2025-10-01,Sport Recife,Fluminense,2,2,D    ,4,3,1,4,2,0,2,3,1,4,0,0,0
2025,2025-10-01,Palmeiras,Vasco,3,0,H    ,3,1,3,4,0,1,1,1,1,2,3,0,3
2025,2025-10-01,Internacional,Corinthians,1,1,D    ,2,3,4,7,1,0,1,4,5,9,0,1,1
2025,2025-10-01,Botafogo,Bahia,2,1,H    ,3,6,4,10,2,3,5,4,7,11,2,0,2
2025,2025-10-01,Santos,Gremio,1,1,D    ,2,10,0,10,4,0,4,3,3,6,0,0,0
2025,2025-10-02,EC Vitória,Ceara,1,0,H    ,1,6,3,9,4,1,5,4,1,5,1,0,1
2025,2025-10-02,Fortaleza,Sao Paulo,0,2,A    ,2,8,6,14,3,4,7,3,1,4,0,1,1
2025,2025-10-02,Flamengo,Cruzeiro,0,0,D    ,0,4,2,6,2,0,2,3,8,11,0,0,0
2025,2025-10-04,Bragantino,Gremio,1,0,H    ,1,6,2,8,1,2,3,3,5,8,0,0,0
2025,2025-10-04,Internacional,Botafogo,2,0,H    ,2,6,4,10,4,0,4,2,2,4,1,0,1
2025,2025-10-04,Fluminense,Atletico MG,3,0,H    ,3,4,2,6,3,2,5,2,4,6,1,0,1
2025,2025-10-04,Corinthians,Mirasol,3,0,H    ,3,2,6,8,1,1,2,3,3,6,1,0,1
2025,2025-10-05,Vasco,EC Vitória,4,3,H    ,7,5,0,5,2,0,2,1,5,6,1,2,3
2025,2025-10-05,Sao Paulo,Palmeiras,2,3,A    ,5,4,7,11,1,2,3,3,6,9,2,0,2
2025,2025-10-05,Juventude,Fortaleza,1,2,A    ,3,8,1,9,3,0,3,3,3,6,1,0,1
2025,2025-10-05,Bahia,Flamengo,1,0,H    ,1,3,1,4,2,1,3,3,6,9,1,0,1
2025,2025-10-05,Cruzeiro,Sport Recife,1,1,D    ,2,10,3,13,4,1,5,1,2,3,0,1,1
2025,2025-10-05,Ceara,Santos,0,3,A    ,3,2,7,9,0,2,2,1,3,4,0,1,1
2025,2025-10-08,Mirasol,Fluminense,2,1,H    ,3,5,5,10,4,2,6,3,4,7,1,0,1
2025,2025-10-08,Atletico MG,Sport Recife,3,1,H    ,4,5,9,14,3,6,9,4,2,6,2,0,2
2025,2025-10-11,Palmeiras,Juventude,4,1,H    ,5,6,0,6,5,0,5,1,2,3,2,0,2
2025,2025-10-15,Palmeiras,Bragantino,5,1,H    ,6,8,3,11,5,1,6,2,4,6,1,1,2
2025,2025-10-15,Botafogo,Flamengo,0,3,A    ,3,3,2,5,2,1,3,5,5,10,0,1,1
2025,2025-10-15,Mirasol,Internacional,3,1,H    ,4,7,2,9,5,1,6,3,2,5,2,1,3
2025,2025-10-15,Sport Recife,Ceara,1,1,D    ,2,5,4,9,1,4,5,4,2,6,0,0,0
2025,2025-10-15,Atletico MG,Cruzeiro,1,1,D    ,2,2,1,3,1,1,2,4,5,9,0,0,0
2025,2025-10-15,Fortaleza,Vasco,0,2,A    ,2,10,2,12,0,2,2,8,2,10,0,1,1
2025,2025-10-15,Santos,Corinthians,3,1,H    ,4,5,4,9,4,1,5,3,5,8,2,0,2
2025,2025-10-16,Gremio,Sao Paulo,2,0,H    ,2,5,3,8,3,0,3,1,3,4,1,0,1
2025,2025-10-16,EC Vitória,Bahia,2,1,H    ,3,4,3,7,2,2,4,8,2,10,1,1,2
2025,\N,Palmeiras,Santos,2,0,H    ,2,13,5,18,7,3,10,1,2,3,0,0,0
2025,2025-10-16,Fluminense,Juventude,1,0,H    ,1,8,2,10,3,1,4,2,6,8,0,0,0
2025,2025-10-18,Cruzeiro,Fortaleza,1,0,H    ,1,3,6,9,0,3,3,1,5,6,1,0,1
2025,2025-10-18,Corinthians,Atletico MG,1,0,H    ,1,5,3,8,3,0,3,3,3,6,0,0,0
2025,2025-10-19,Flamengo,Palmeiras,3,2,H    ,5,1,8,9,0,4,4,3,3,6,3,1,4
2025,2025-10-19,Internacional,Sport Recife,2,0,H    ,2,3,6,9,2,3,5,3,2,5,1,0,1
2025,2025-10-19,Ceara,Botafogo,0,2,A    ,2,9,5,14,2,3,5,2,3,5,0,1,1
2025,2025-10-19,Mirasol,Sao Paulo,3,0,H    ,3,3,7,10,3,4,7,3,3,6,2,0,2
2025,2025-10-19,Bahia,Gremio,4,0,H    ,4,11,5,16,3,1,4,2,1,3,2,0,2
2025,2025-10-20,Juventude,Bragantino,1,0,H    ,1,4,2,6,2,1,3,3,1,4,1,0,1
2025,2025-10-20,Vasco,Fluminense,2,0,H    ,2,1,4,5,0,1,1,1,1,2,1,0,1
2025,2025-10-20,Santos,EC Vitória,0,1,A    ,1,3,3,6,2,2,4,2,4,6,0,1,1
2025,2025-07-16,Bahia,Internacional,1,0,H    ,1,6,5,11,5,3,8,1,3,4,1,0,1
2025,2025-10-25,Atletico MG,Ceara,1,0,H    ,1,3,7,10,2,3,5,3,0,3,1,0,1
2025,2025-10-25,EC Vitória,Corinthians,0,1,A    ,1,5,6,11,3,2,5,6,6,12,0,0,0
2025,2025-10-25,Fluminense,Internacional,1,0,H    ,1,6,3,9,5,0,5,0,2,2,0,0,0
2025,2025-10-25,Sport Recife,Mirasol,1,2,A    ,3,7,1,8,3,0,3,2,2,4,1,1,2
2025,2025-10-25,Fortaleza,Flamengo,1,0,H    ,1,5,11,16,3,4,7,1,1,2,1,0,1
2025,2025-10-25,Sao Paulo,Bahia,2,0,H    ,2,5,4,9,2,2,4,2,4,6,2,0,2
2025,2025-10-26,Gremio,Juventude,3,1,H    ,4,4,3,7,2,0,2,3,9,12,2,0,2
2025,2025-10-26,Botafogo,Santos,2,2,D    ,4,6,6,12,1,5,6,4,4,8,2,1,3
2025,2025-10-26,Bragantino,Vasco,0,3,A    ,3,5,3,8,3,2,5,1,1,2,0,1,1
2025,2025-10-26,Palmeiras,Cruzeiro,0,0,D    ,0,4,8,12,3,5,8,2,7,9,0,0,0
2025,2025-06-11,Fluminense,Ceara,1,0,H    ,1,9,3,12,5,1,6,5,3,8,1,0,1
2025,2025-11-01,Cruzeiro,EC Vitória,3,1,H    ,4,5,3,8,1,1,2,4,4,8,3,1,4
2025,2025-11-01,Santos,Fortaleza,1,1,D    ,2,7,4,11,1,3,4,4,2,6,0,1,1
2025,2025-11-01,Mirasol,Botafogo,0,0,D    ,0,7,2,9,3,1,4,1,4,5,0,0,0
2025,2025-11-01,Flamengo,Sport Recife,3,0,H    ,3,9,8,17,5,2,7,4,2,6,0,0,0
2025,2025-11-02,Bahia,Bahia,2,1,H    ,3,4,3,7,2,3,5,3,5,8,0,1,1
2025,2025-11-02,Ceara,Fluminense,2,0,H    ,2,4,5,9,4,0,4,3,1,4,1,0,1
2025,2025-11-02,Corinthians,Gremio,2,0,H    ,2,5,8,13,4,4,8,3,3,6,1,0,1
2025,2025-11-02,Internacional,Atletico MG,0,0,D    ,0,7,1,8,3,1,4,7,5,12,0,0,0
2025,2025-11-02,Juventude,Palmeiras,0,2,A    ,2,4,1,5,2,1,3,2,1,3,0,1,1
2025,2025-11-02,Vasco,Sao Paulo,0,2,A    ,2,6,5,11,3,2,5,2,2,4,0,1,1
2025,2025-11-06,Palmeiras,Santos,2,0,H    ,2,13,5,18,7,3,10,1,2,3,0,0,0
2025,2025-11-05,Sport Recife,Juventude,0,2,A    ,2,4,5,9,1,3,4,3,3,6,0,1,1
2025,2025-11-05,EC Vitória,Internacional,1,0,H    ,1,4,4,8,3,2,5,3,4,7,0,0,0
2013,2013-07-31,Portuguesa,Criciuma,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-28,Ponte Preta,Santos,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-28,Corinthians,Sao Paulo,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-28,Cruzeiro,Atletico MG,4,1,H    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-28,Gremio,Fluminense,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-28,Nautico,Internacional,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-28,Bahia,Goias,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-28,Coritiba,Vitoria,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-28,Flamengo,Botafogo,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-27,Portuguesa,Atletico PR,2,3,A    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-27,Vasco,Criciuma,3,2,H    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-25,Sao Paulo,Internacional,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013-07-21,Atletico PR,Corinthians,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
